"term_en","ipa","term_uz","term_ru","definition_uz","definition_ru","etymology","category","yield","is_phrase","audio_url"
"spaghetti and meatballs","/spəˈɡɛti ənd ˈmiːtbɔːlz/","spagetti va go'shtli koptokchalar ko'rinishi","картина «спагетти с тефтелями»","Mikroskop ostida Malassezia zamburug'larining kalta gifalari va dumaloq sporalarining o'ziga xos birgalikda ko'rinishi.","Характерная микроскопическая картина сочетания коротких гиф и округлых спор грибов рода Malassezia.","Descriptive English metaphor comparing fungal structures to a common Italian pasta dish.","lab","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/7f/7f267f6bd644c3e5469486162592691a657ef3eb.mp3"
"spaghetti and meatballs appearance","/spəˈɡɛti ænd ˈmiːtbɔːlz əˈpɪərəns/","spagetti va go'shtli kofte ko'rinishi","вид «спагетти с тефтелями»","Mikroskop ostida Malassezia zamburug'larining gifalari va achitqi hujayralari birgalikda hosil qiladigan o'ziga xos manzara.","Характерная микроскопическая картина при отрубевидном лишае, состоящая из коротких гиф и скоплений спор.","Descriptive English idiom used in pathology to describe the arrangement of fungal elements.","lab","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/19/196ec17bca4045b889884752f33636adb20a5c97.mp3"
"spaghetti-and-meatballs appearance","/spəˈɡɛti ənd ˈmiːtbɔːlz əˈpɪərəns/","spagetti va go'shtli kofte ko'rinishi","картина «спагетти с тефтелями»","Mikroskop ostida Malassezia zamburug'larining gifalari va xamirturush hujayralarining o'ziga xos birgalikda ko'rinishi.","Характерная микроскопическая картина сочетания нитей мицелия и спор гриба Malassezia при просмотре соскоба кожи.","Descriptive English idiom comparing fungal structures to a common pasta dish.","lab","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/17/173502e4875db1b986266ab940975f0c16a0b36d.mp3"
"spared the skin folds","/spɛərd ðə skɪn foʊldz/","teri burmalariga tegilmagan","не затрагивает кожные складки","Toshmaning teri burmalari (chov sohalari) ichiga kirmasligi, bu irritant dermatitga xosdir.","Отсутствие высыпаний в глубине кожных складок, что характерно для ирритантного дерматита.","Old English sparian (to refrain from hurting) + Latin flectere (to bend).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/ef/ef973d8fa7ae504c843a7fe04431093443ccab77.mp3"
"spares intertriginous areas","/spɛərz ˌɪntərˈtrɪdʒɪnəs ˈɛəriəz/","bukuvchi yuzalarni (burmalarni) zararlamaydi","не затрагивает складки кожи","Kasallikning teri burmalari (qo'ltiq osti, chov sohasi) sohasida kuzatilmasligi.","Отсутствие поражения в местах соприкосновения поверхностей кожи (подмышки, паховые складки).","Latin inter (between) + terere (to rub).","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/41/41618f15cb883b30ffbe658dfb1b4251217b2c0f.mp3"
"spares skinfolds","/spɛərz ˈskɪnfoʊldz/","teri burmalariga tegmaydi","не затрагивает кожные складки","Toshmaning teri burmalari ichiga kirmasdan, faqat ochiq yuzalarda joylashishi.","Расположение сыпи только на выпуклых поверхностях без вовлечения глубоких кожных складок.","Old English sparian (to refrain from injuring) + skin + fold.","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/de/deb96c89832e5493efcf4531c215714753f5bb3f.mp3"
"spares the palms and soles","/spɛərz ðə pɑːmz ænd soʊlz/","kaft va oyoq ostiga tarqalmaydi","не затрагивает ладони и подошвы","Toshmaning kaft va tovon sohalarida mavjud emasligini bildiruvchi klinik belgi.","Клинический признак, указывающий на отсутствие высыпаний на ладонных и подошвенных поверхностях.","Old English sparian (to refrain from harming) + Latin palma + Latin sola.","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/e0/e061587120ea7df1001617b3bfd89c569e54c3a4.mp3"
"sparing of flexural creases","/ˈspɛərɪŋ əv ˈflɛkʃərəl ˈkriːsɪz/","bukuvchi burmalarning saqlanib qolishi","сохранность кожных складок в области сгибов","Bo'g'imlarning bukilgan joylaridagi teri burmalarining kuyishdan omon qolishi.","Отсутствие повреждений в области кожных складок суставов при ожоге.","Old English sparian (to refrain from harming) + Latin flexura (a bending).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/b5/b51148fdab8ab4f285b00b9f3653cbb3e8adfbe5.mp3"
"sparing of the forehead muscles","/ˈspɛərɪŋ əv ðə ˈfɔːrhɛd ˈmʌsəlz/","peshona mushaklarining saqlanib qolishi","сохранность мышц лба","Markaziy asab tizimi shikastlanganda peshona mushaklari harakatining saqlanib qolishi, chunki ular har ikkala yarim shardan innervatsiya oladi.","Сохранение функции мышц лба при поражении центральной нервной системы благодаря двусторонней корковой иннервации.","Old English sparian (to refrain from harming) + forehead (front of head) + Latin musculus (little mouse).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/40/40d5283ab5c22e2ba70ccd8bf574f1866934b1dc.mp3"
"sparse facial and pubic hair","/spɑːrs ˈfeɪʃəl ænd ˈpjuːbɪk hɛər/","yuz va qov sohasidagi siyrak junlar","редкое оволосение на лице и лобке","Androgenlar yetishmovchiligi yoki sezuvchanlik yo'qligi sababli yuz va qov sohasida junlarning kam o'sishi.","Слабое развитие волосяного покрова на лице и в лобковой области из-за дефицита или нечувствительности к андрогенам.","Latin sparsus (scattered) + facies (face) + pubes (adult).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/84/847d1225163f729f4b990e68759ee5995daae625.mp3"
"sparse facial hair","/spɑːrs ˈfeɪʃəl hɛər/","siyrak yuz junlari","редкое оволосение лица","Yuzdagi soqol va mo'ylovning odatdagidan kam yoki siyrak bo'lishi.","Слабое развитие волосяного покрова на лице (бороды и усов).","Latin sparsus (scattered) + facies (face).","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/21/2174b2a53516f6e2418aaaa5e19a89d96fe77fdf.mp3"
"spasmodic torticollis","/spæzˈmɒdɪk ˌtɔːrtɪˈkɒlɪs/","spastik bo'yin qiyshiqligi","спастическая кривошея","Bo'yin mushaklarining spazmi natijasida boshning bir tomonga qiyshayib qolishi.","Болезненное состояние, при котором мышцы шеи непроизвольно сокращаются, заставляя голову наклоняться в сторону.","Greek spasmos (convulsion) + Latin tortus (twisted) + collum (neck).","condition","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/65/65f7b8083ec68d16010cda310bc2a0bd06e98f19.mp3"
"spastic diplegia","/ˈspæstɪk daɪˈpliːdʒiə/","spastik diplegiya","спастическая диплегия","Tana ikkala tomonining, ayniqsa oyoqlarning mushak tonusi oshishi natijasida yuzaga keladigan falajlik.","Форма церебрального паралича, характеризующаяся мышечной скованностью и гипертонусом, преимущественно в обеих нижних конечностях.","Greek spastikos (drawing in) + di- (two) + plege (stroke/paralysis).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/45/455dee210280c279aa436e0b6e181bb68d757fd0.mp3"
"spastic hemiplegia","/ˈspæstɪk ˌhɛmɪˈpliːdʒiə/","spastik gemiplegiya","спастическая гемиплегия","Tananing bir tomonida mushak tonusining oshishi bilan kechadigan falajlik.","Паралич одной половины тела, сопровождающийся повышенным мышечным тонусом.","Greek spastikos (drawing in) + hemi- (half) + plege (stroke).","condition","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/6a/6a7f15edd32d1bcaec2e79770d1757383a3c5e75.mp3"
"spastic paraparesis","/ˈspæstɪk ˌpærəpəˈriːsɪs/","spastik paraparez","спастический парапарез","Mushak tonusi oshishi bilan kechadigan ikkala oyoqning qisman falajligi.","Частичный паралич обеих нижних конечностей, сопровождающийся повышенным мышечным тонусом.","Greek spasmos (drawing/convulsion) + para- (beside) + paresis (letting go).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/53/5319a8e47875edceb2a6cc6fd66daf4aa9b3fef0.mp3"
"spastic paresis","/ˈspæstɪk pəˈriːsɪs/","spastik parez","спастический парез","Mushak tonusi oshishi bilan kechadigan qisman falajlik.","Частичный паралич, сопровождающийся повышением мышечного тонуса и гиперрефлексией.","Greek spastikos (drawing in) + paresis (letting go/slackening).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/86/862d5b659c9c008fb0b0a7319f4cc1f55d293e48.mp3"
"spastic quadriplegia","/ˈspæstɪk ˌkwɒdrɪˈpliːdʒiə/","spastik kvadriplegiya","спастическая квадриплегия","To'rtta oyoq-qo'lning ham mushak tonusi oshishi bilan kechadigan falajlik shakli.","Форма паралича всех четырех конечностей с выраженным повышением мышечного тонуса.","Greek spasmos (drawing/convulsion) + Latin quadri- (four) + Greek plege (stroke).","condition","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/d2/d2b9fea536fdec9b74a035af65e005e9437c6d28.mp3"
"spasticity","/spæsˈtɪsɪti/","spastiklik","спастичность","Mushak tonusining g'ayritabiiy oshishi, ko'pincha markaziy nerv tizimi shikastlanishi natijasida yuzaga keladi.","Аномальное повышение мышечного тонуса, возникающее при поражении центральной нервной системы.","Greek spasmos (drawing/convulsion).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/f7/f7813d48ce38cb765e02157e3a587d8a54e2f5ee.mp3"
"spatial summation","/ˈspeɪʃəl sʌˈmeɪʃən/","fazoviy summatsiya","пространственная суммация","Bir vaqtning o'zida bir nechta turli neyronlardan keladigan impulslarning qo'shilishi.","Комбинированный эффект одновременных импульсов от нескольких разных нейронов.","Latin spatium (space) + summa (total).","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/71/71ecb01a226f70d1f4b4359754f4520537ac6a9d.mp3"
